,RegionName,State,Metro,CountyName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
142,Wilmington,NC,Wilmington,New Hanover County,143,,,,,,,,,,,,,950.0,995.0,995.0,1050.0,1000.0,1050.0,1050.0,995.0,995.0,995.0,999.5,1000.0,1025.0,1050.0,1100.0,1100.0,1100.0,1075.0,1075.0,1100.0,1075.0,1025.0,1000.0,1050.0,1050.0,995.0,1100.0,1100.0,1100.0,1100.0,1100.0,1140.0,1100.0,1112.5,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1185.0,1150.0,1200.0,1125.0,1150.0,1100.0,1100.0,1197.5,1200.0,1200.0,1200.0,1200.0,1200.0,1250.0,1250.0,1225.0,1237.5,1250.0,1237.5,1200.0,1250.0,1250.0,1250.0,1250.0,1225.0,1250.0,1275.0,1250.0,1249.5,1200.0,1225.0,1250.0,1300.0,1300.0,1300.0,1300.0,1300.0,1350.0,1375.0,1350.0,1300.0,1300.0,1300.0,1300.0,1275.0,1299.0,1350.0,1395.0,1350.0,1395.0,1395.0,1400.0,1400.0,1400.0,1500.0,1500.0,1500.0,1450.0,1500.0,1500.0,1550.0,1500.0,1500.0,1495.0,1450.0,1450.0,1425.0
143,Huntington Beach,CA,Los Angeles-Long Beach-Anaheim,Orange County,144,,,,,,,,,,,,3100.0,2875.0,2900.0,2700.0,2597.0,2700.0,2600.0,2750.0,2800.0,2887.5,2800.0,2500.0,2497.5,2497.5,2600.0,2500.0,2565.0,2595.0,2600.0,2675.0,2700.0,2750.0,2700.0,2500.0,2600.0,2700.0,2600.0,2595.0,2650.0,2900.0,2972.5,2950.0,2887.5,3100.0,2950.0,2900.0,2975.0,2900.0,2950.0,2900.0,2900.0,3095.0,3100.0,3000.0,3100.0,3047.5,3100.0,3100.0,3200.0,3200.0,3295.0,3200.0,3100.0,3100.0,3172.5,3200.0,3200.0,3195.0,3197.5,3150.0,3200.0,3200.0,3200.0,3200.0,3200.0,3150.0,3200.0,3200.0,3250.0,3200.0,3300.0,3300.0,3100.0,3000.0,3095.0,3250.0,3300.0,3450.0,3400.0,3400.0,3400.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3395.0,3400.0,3495.0,3495.0,3350.0,3300.0,3250.0,3300.0,3350.0,3500.0,3450.0,3325.0,3397.5,3500.0,3500.0,3400.0,3500.0,3500.0,3500.0,3600.0,3600.0,3537.5
144,Huntsville,AL,Huntsville,Madison County,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950.0,925.0,960.0,950.0,975.0,950.0,975.0,992.5,995.0,995.0,1000.0,1050.0,1000.0,1000.0,1100.0,1050.0,1050.0,1075.0,1100.0,1100.0,1095.0,1100.0,1097.5,1100.0
145,Amarillo,TX,Amarillo,Potter County,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262.5,1275.0,1300.0,1225.0,1147.5,972.5,950.0,1100.0,1250.0,1300.0,1250.0,1200.0,1225.0,1250.0,1200.0,1295.0,1272.5,1250.0,1350.0,1350.0,1150.0,1197.5,1200.0,1200.0,1300.0,1295.0,1300.0,1312.5,1400.0,1495.0,1395.0,1350.0,1250.0,1295.0,1250.0,1200.0,1195.0,1250.0,1175.0,1195.0,1275.0,1295.0,1290.0,1250.0,1250.0,1195.0,1200.0,1200.0,1200.0,1195.0,1150.0,1175.0,1200.0,1250.0,1250.0,1197.5,1200.0,1250.0,1250.0,1150.0,1100.0,1000.0,1095.0,1100.0,1100.0,1112.5,1200.0,1200.0,1212.5,1210.0,1200.0,1250.0,1195.0,1195.0,1200.0
146,Eugene,OR,Eugene,Lane County,147,,,,,,,,,,,,,995.0,1095.0,1085.0,1195.0,1200.0,1192.5,1172.5,1195.0,1095.0,1050.0,1050.0,1000.0,995.0,1050.0,1050.0,1095.0,1195.0,1150.0,1175.0,1100.0,1100.0,1095.0,1095.0,1000.0,995.0,1095.0,1125.0,1125.0,1200.0,1250.0,1200.0,1195.0,1150.0,1150.0,1100.0,1095.0,1100.0,1095.0,1100.0,1140.0,1200.0,1200.0,1250.0,1245.0,1200.0,1200.0,1195.0,1195.0,1150.0,1245.0,1200.0,1195.0,1225.0,1250.0,1245.0,1250.0,1245.0,1212.5,1195.0,1250.0,1295.0,1295.0,1295.0,1350.0,1350.0,1250.0,1285.0,1295.0,1295.0,1252.5,1295.0,1250.0,1395.0,1450.0,1462.5,1475.0,1425.0,1400.0,1495.0,1495.0,1495.0,1450.0,1447.5,1395.0,1500.0,1562.5,1550.0,1535.0,1550.0,1500.0,1525.0,1595.0,1545.0,1545.0,1485.0,1495.0,1695.0,1650.0,1595.0,1595.0,1595.0,1575.0,1637.5,1600.0,1595.0,1550.0,1587.5,1595.0
147,Salt Lake City,UT,Salt Lake City,Salt Lake County,148,,,,,,,,,,,,,,,,,,,,1200.0,1200.0,1200.0,1195.0,1100.0,1100.0,1095.0,1095.0,1200.0,1095.0,1100.0,1199.0,1272.5,1295.0,1295.0,1350.0,1300.0,1212.5,1150.0,1212.5,1297.5,1295.0,1350.0,1350.0,1295.0,1295.0,1295.0,1295.0,1295.0,1250.0,1250.0,1250.0,1250.0,1295.0,1225.0,1295.0,1350.0,1300.0,1350.0,1295.0,1250.0,1250.0,1250.0,1295.0,1312.5,1295.0,1299.0,1299.0,1310.0,1325.0,1300.0,1400.0,1395.0,1337.5,1372.5,1350.0,1295.0,1300.0,1375.0,1450.0,1450.0,1445.0,1495.0,1395.0,1375.0,1450.0,1450.0,1500.0,1500.0,1595.0,1735.0,1695.0,1550.0,1650.0,1645.0,1550.0,1659.0,1650.0,1600.0,1600.0,1662.5,1600.0,1712.5,1797.5,1772.5,1700.0,1660.0,1660.0,1695.0,1695.0,1681.5,1725.0,1650.0,1700.0,1695.0,1695.0,1740.0,1700.0,1600.0,1600.0,1650.0
148,Port Saint Lucie,FL,Port St. Lucie,Saint Lucie County,149,925.0,1025.0,1050.0,1000.0,1075.0,1099.5,1012.5,1050.0,1075.0,1050.0,1062.5,1100.0,1050.0,1100.0,1125.0,1150.0,1150.0,1150.0,1150.0,1150.0,1137.5,1100.0,1175.0,1192.5,1175.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1192.5,1175.0,1175.0,1175.0,1195.0,1200.0,1200.0,1200.0,1250.0,1250.0,1250.0,1250.0,1250.0,1275.0,1297.5,1250.0,1250.0,1275.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1350.0,1375.0,1395.0,1400.0,1395.0,1400.0,1400.0,1400.0,1400.0,1420.0,1450.0,1450.0,1500.0,1500.0,1450.0,1450.0,1450.0,1425.0,1400.0,1400.0,1425.0,1450.0,1485.0,1500.0,1500.0,1550.0,1600.0,1575.0,1590.0,1592.5,1595.0,1550.0,1595.0,1575.0,1600.0,1600.0,1600.0,1630.0,1650.0,1625.0,1650.0,1600.0,1645.0,1625.0,1625.0,1600.0,1600.0,1631.0,1650.0,1675.0,1695.0,1659.0,1650.0,1650.0,1657.5,1650.0,1675.0,1675.0
149,Salinas,CA,Salinas,Monterey County,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2325.0,2300.0,2315.5,2475.0,2300.0,2350.0,2395.0,2487.5,2300.0,2272.5,2500.0,2600.0,2500.0,2550.0,2722.5,2600.0,2597.5,2550.0,2565.0,2522.5,2687.5,2500.0,2500.0,2500.0,2795.0,2700.0,2850.0,2600.0,2795.0,2800.0,2600.0,2700.0,2800.0,2800.0,2650.0,2600.0
150,Little Rock,AR,Little Rock-North Little Rock-Conway,Pulaski County,151,,,,,,,,,,,,,,,,,,,,,,,,,900.0,875.0,910.0,850.0,900.0,1016.0,900.0,900.0,850.0,897.5,900.0,825.0,850.0,850.0,910.0,897.5,900.0,900.0,895.0,900.0,925.0,950.0,950.0,895.0,895.0,900.0,900.0,900.0,950.0,912.5,900.0,900.0,900.0,900.0,950.0,900.0,950.0,950.0,912.5,975.0,995.0,975.0,995.0,975.0,975.0,975.0,987.5,975.0,995.0,1000.0,1000.0,1000.0,1000.0,1000.0,995.0,995.0,987.5,1000.0,975.0,975.0,950.0,950.0,975.0,950.0,950.0,975.0,975.0,950.0,950.0,950.0,950.0,925.0,950.0,950.0,950.0,950.0,995.0,1000.0,1010.0,1050.0,1050.0,1050.0,1010.0,1000.0,995.0,1050.0,1075.0,1095.0,1050.0,1025.0,1000.0,1000.0,995.0,1000.0,992.5,995.0
151,Fort Collins,CO,Fort Collins,Larimer County,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,1495.0,1495.0,1450.0,1375.0,1362.5,1400.0,1372.5,1395.0,1295.0,1320.0,1425.0,1395.0,1350.0,1395.0,1450.0,1400.0,1425.0,1425.0,1475.0,1475.0,1500.0,1550.0,1595.0,1575.0,1595.0,1600.0,1595.0,1595.0,1595.0,1597.5,1697.5,1700.0,1695.0,1695.0,1695.0,1650.0,1685.0,1650.0,1650.0,1650.0,1750.0,1740.0,1725.0,1750.0,1795.0,1795.0,1700.0,1700.0,1695.0,1650.0,1695.0,1600.0,1695.0,1750.0,1795.0,1795.0,1775.0,1795.0,1755.0,1700.0,1700.0,1700.0,1700.0,1695.0,1750.0,1800.0,1850.0,1800.0,1800.0,1800.0,1800.0,1795.0,1750.0,1735.0,1795.0,1800.0,1850.0,1875.0,1882.5,1895.0,1890.0,1875.0,1850.0,1862.5,1850.0,1850.0,1800.0,1800.0
152,Hayward,CA,San Francisco-Oakland-Hayward,Alameda County,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2697.5,2625.0,2750.0,2697.5,2750.0,2699.5,2750.0,2700.0,2697.0,2530.0,2597.5,2560.0,2500.0,2445.0,2600.0,2700.0,2850.0,2695.0,2725.0,2650.0,2795.0,2800.0
153,Brownsville,TX,Brownsville-Harlingen,Cameron County,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075.0,1000.0,1150.0,1050.0,1150.0,1175.0,1175.0,1100.0,1125.0,1200.0,1200.0,1125.0,1200.0,1200.0,1200.0,1200.0,1200.0,1100.0,1100.0,1100.0,1200.0,1200.0,1150.0,1100.0,1200.0,1200.0,1100.0,1150.0,1150.0,1170.0,1100.0,1200.0,1250.0,1250.0,1200.0,1295.0,1250.0,1200.0,1150.0,1200.0,1250.0
154,Rockford,IL,Rockford,Winnebago County,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.0,800.0,897.5,795.0,750.0,725.0,750.0,775.0,850.0,800.0,900.0,875.0,900.0,875.0,850.0,795.0,758.0,750.0,772.5,750.0,775.0,795.0,850.0,800.0,800.0,812.5,800.0,800.0,800.0,750.0,750.0,750.0,800.0,800.0,800.0,837.5,800.0,850.0,825.0,825.0,797.5,795.0,762.5,750.0,750.0,750.0,750.0,795.0,812.5,850.0,850.0,800.0,800.0,750.0,800.0,825.0,775.0,800.0,825.0,825.0,880.0,850.0,900.0,862.5,850.0,850.0,850.0,850.0,865.0,875.0,875.0,880.0,900.0,900.0,900.0,875.0,875.0,875.0,850.0,850.0,850.0,875.0,950.0,900.0,900.0,900.0,900.0,895.0,895.0,900.0
155,Evansville,IN,Evansville,Vanderburgh County,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.5,650.0,625.0,650.0,650.0,650.0,700.0,650.0,700.0,700.0,695.0,665.0,675.0,650.0,625.0,625.0,695.0,725.0,725.0,735.0,750.0,730.0,700.0,715.0,725.0,650.0,650.0,650.0,695.0,695.0,695.0,695.0,750.0,750.0,697.5,625.0,650.0,650.0,695.0,695.0,725.0,700.0,700.0,695.0,685.0,675.0,675.0,695.0,700.0,695.0,685.0,650.0,652.0,725.0,710.0,725.0,750.0,737.0,739.5,725.0,725.0,695.0,725.0,725.0,750.0,800.0,777.0,750.0,797.5,775.0,750.0,750.0,750.0,750.0
156,Worcester,MA,Worcester,Worcester County,157,,,,,,,,,,,,,,,,,,,,,,1200.0,1200.0,1350.0,1350.0,1400.0,1400.0,1275.0,1337.5,1375.0,1250.0,1250.0,1225.0,1200.0,1172.5,1199.0,1150.0,1187.0,1237.5,1200.0,1225.0,1425.0,1450.0,1347.5,1525.0,1425.0,1375.0,1500.0,1500.0,1350.0,1350.0,1350.0,1300.0,1287.5,1400.0,1495.0,1425.0,1495.0,1400.0,1400.0,1475.0,1500.0,1550.0,1500.0,1300.0,1300.0,1400.0,1500.0,1472.5,1472.5,1375.0,1350.0,1325.0,1362.5,1495.0,1300.0,1500.0,1325.0,1492.5,1525.0,1400.0,1550.0,1500.0,1300.0,1500.0,1400.0,1400.0,1495.0,1550.0,1562.5,1550.0,1597.5,1595.0,1600.0,1600.0,1600.0,1571.0,1525.0,1600.0,1600.0,1500.0,1550.0,1550.0,1600.0,1500.0,1650.0,1650.0,1600.0,1650.0,1695.0,1650.0,1700.0,1500.0,1500.0,1525.0,1700.0,1672.5,1662.5,1700.0,1675.0
157,Overland Park,KS,Kansas City,Johnson County,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1497.5,1495.0,1390.0,1250.0,1300.0,1300.0,1500.0,1395.0,1374.5,1500.0,1500.0,1495.0,1500.0,1362.5,1350.0,1450.0,1472.5,1495.0,1495.0,1500.0,1500.0,1495.0,1547.5,1625.0,1683.5,1750.0,1572.0,1500.0,1500.0,1599.0,1472.5,1600.0,1500.0,1537.5,1799.5,1695.0,1750.0,1735.5,1650.0,1685.0,1695.0,1600.0,1595.0,1500.0,1550.0,1425.0,1650.0,1600.0,1625.0,1595.0,1620.0,1662.5,1500.0,1695.0,1699.0,1600.0,1725.0,1695.0,1650.0,1595.0,1600.0,1600.0,1600.0,1615.0,1695.0,1600.0,1650.0,1650.0,1700.0,1785.0,1797.0,1795.0,1700.0,1700.0,1650.0,1650.0,1600.0,1550.0,1600.0,1650.0,1650.0,1750.0,1762.5,1797.5,1699.5,1650.0,1680.0,1600.0,1650.0
158,Lancaster,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,159,,,,,,,,,,,,,1400.0,1297.5,1400.0,1297.5,1297.5,1295.0,1300.0,1295.0,1300.0,1350.0,1295.0,1250.0,1250.0,1250.0,1295.0,1319.0,1309.5,1300.0,1322.5,1350.0,1350.0,1395.0,1380.0,1385.0,1400.0,1395.0,1395.0,1395.0,1439.5,1464.0,1475.0,1400.0,1450.0,1449.0,1395.0,1395.0,1350.0,1350.0,1350.0,1325.0,1345.0,1350.0,1300.0,1312.5,1312.5,1300.0,1340.0,1350.0,1350.0,1400.0,1400.0,1450.0,1450.0,1495.0,1500.0,1500.0,1500.0,1495.0,1400.0,1450.0,1495.0,1500.0,1500.0,1400.0,1500.0,1400.0,1495.0,1450.0,1422.5,1472.5,1500.0,1400.0,1550.0,1650.0,1642.5,1685.0,1650.0,1650.0,1650.0,1650.0,1675.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1716.5,1739.0,1800.0,1795.0,1850.0,1795.0,1700.0,1750.0,1800.0,1800.0,1850.0,1895.0,1895.0,1865.0,1950.0,1984.0,1900.0,1935.0,1895.0,1900.0,1900.0
159,Salem,OR,Salem,Marion County,160,,,,,,,,,,,,,825.0,845.0,862.5,912.5,925.0,897.5,950.0,925.0,912.5,995.0,922.5,950.0,985.0,995.0,995.0,965.0,985.0,995.0,995.0,995.0,975.0,995.0,995.0,995.0,975.0,950.0,995.0,995.0,995.0,1095.0,1095.0,1112.5,1097.5,1075.0,1045.0,1025.0,1065.0,1025.0,1025.0,1050.0,1100.0,1095.0,1095.0,1112.5,1100.0,1195.0,1150.0,1125.0,1162.5,1095.0,1175.0,1195.0,1275.0,1250.0,1295.0,1295.0,1225.0,1200.0,1195.0,1200.0,1195.0,1195.0,1295.0,1195.0,1200.0,1197.5,1395.0,1322.5,1350.0,1300.0,1200.0,1250.0,1350.0,1237.5,1395.0,1395.0,1395.0,1395.0,1395.0,1425.0,1495.0,1500.0,1462.5,1400.0,1435.0,1412.5,1450.0,1437.5,1442.5,1495.0,1495.0,1495.0,1450.0,1512.5,1525.0,1500.0,1500.0,1500.0,1500.0,1450.0,1450.0,1495.0,1400.0,1480.0,1495.0,1497.5,1495.0,1495.0
160,Garden Grove,CA,Los Angeles-Long Beach-Anaheim,Orange County,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400.0,2375.0,2500.0,2450.0,2525.0,2475.0,2350.0,2500.0,2500.0,2600.0,2725.0,2850.0,2725.0,2695.0,2700.0,2700.0,2695.0,2650.0,2650.0,2700.0,2800.0,2825.0,2625.0,2600.0,2700.0,2600.0,2625.0,2650.0,2600.0,2850.0,2800.0,2850.0,2825.0,2800.0,2825.0,2800.0
161,Grand Prairie,TX,Dallas-Fort Worth-Arlington,Dallas County,162,,,,,,,,,,,,,,,,,,,,1362.5,1300.0,1350.0,1300.0,1300.0,1350.0,1400.0,1400.0,1250.0,1365.0,1350.0,1295.0,1300.0,1295.0,1300.0,1350.0,1320.0,1295.0,1350.0,1350.0,1297.5,1317.5,1350.0,1350.0,1350.0,1350.0,1300.0,1300.0,1395.0,1350.0,1375.0,1350.0,1395.0,1450.0,1400.0,1397.5,1450.0,1425.0,1350.0,1395.0,1495.0,1400.0,1450.0,1495.0,1539.0,1500.0,1500.0,1495.0,1495.0,1475.0,1522.0,1450.0,1450.0,1495.0,1450.0,1500.0,1495.0,1495.0,1500.0,1550.0,1559.5,1550.0,1495.0,1595.0,1597.0,1595.0,1570.0,1585.0,1595.0,1600.0,1650.0,1662.5,1625.0,1600.0,1595.0,1600.0,1600.0,1595.0,1600.0,1600.0,1725.0,1700.0,1695.0,1749.5,1700.0,1650.0,1675.0,1650.0,1625.0,1600.0,1600.0,1695.0,1695.0,1749.0,1747.0,1733.0,1740.5,1705.0,1700.0,1700.0,1725.0
162,Beaverton,OR,Portland-Vancouver-Hillsboro,Washington County,163,,,,,,,,,,,,,,1125.0,1195.0,1245.0,1262.5,1285.0,1295.0,1255.0,1297.5,1295.0,1297.0,1299.0,1295.0,1295.0,1295.0,1297.5,1325.0,1395.0,1395.0,1395.0,1295.0,1362.5,1295.0,1250.0,1275.0,1262.5,1295.0,1295.0,1350.0,1395.0,1395.0,1395.0,1350.0,1395.0,1395.0,1450.0,1400.0,1395.0,1399.5,1412.5,1490.0,1450.0,1475.0,1495.0,1499.0,1495.0,1475.0,1495.0,1495.0,1495.0,1495.0,1497.5,1595.0,1600.0,1650.0,1650.0,1650.0,1650.0,1650.0,1595.0,1600.0,1625.0,1695.0,1675.0,1695.0,1685.0,1725.0,1765.0,1750.0,1695.0,1695.0,1649.5,1695.0,1695.0,1719.0,1750.0,1795.0,1847.5,1890.0,1825.0,1800.0,1847.5,1795.0,1795.0,1795.0,1795.0,1795.0,1800.0,1825.0,1875.0,1850.0,1850.0,1887.5,1875.0,1795.0,1795.0,1795.0,1825.0,1895.0,1900.0,1950.0,1950.0,1950.0,1945.0,1950.0,1895.0,1850.0,1900.0
163,Escondido,CA,San Diego-Carlsbad,San Diego County,164,,,,,,,,,,,,,,2225.0,2020.0,2150.0,2150.0,2075.0,2000.0,1900.0,1995.0,1990.0,1990.0,2195.0,1997.5,1890.0,1890.0,1800.0,1800.0,1950.0,1975.0,1962.5,1995.0,2000.0,2000.0,1985.0,2100.0,1997.5,2100.0,2100.0,2095.0,2190.0,2100.0,2090.0,2000.0,2095.0,2095.0,1900.0,1995.0,1975.0,2000.0,2000.0,2100.0,2225.0,2195.0,2100.0,2100.0,2100.0,2197.5,2225.0,2150.0,2200.0,2250.0,2250.0,2150.0,2162.5,2195.0,2200.0,2200.0,2199.5,2300.0,2300.0,2272.5,2250.0,2272.5,2200.0,2100.0,2272.5,2275.0,2200.0,2375.0,2197.5,2300.0,2300.0,2300.0,2397.0,2395.0,2425.0,2472.5,2400.0,2400.0,2400.0,2500.0,2425.0,2500.0,2495.0,2495.0,2450.0,2500.0,2500.0,2500.0,2595.0,2600.0,2600.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2572.5,2650.0,2600.0,2600.0,2550.0,2650.0,2500.0,2575.0,2600.0
164,Providence,RI,Providence-Warwick,Providence County,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,2300.0,2295.0,2000.0,2000.0,2100.0,2200.0,2100.0,1900.0,2100.0,1975.0,2000.0,2350.0,2250.0,2250.0,2300.0,2200.0,2000.0,1900.0,2000.0,2000.0,2200.0,2300.0,2200.0,2150.0,2300.0,2247.5,2100.0,1985.0,1850.0,1900.0,1825.0,2000.0,2012.5,2200.0
165,Fort Lauderdale,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,166,,,,,,,,,,,,,,,,,,,,,,,2100.0,2000.0,1972.5,1900.0,1932.5,1800.0,1790.0,1950.0,1800.0,1850.0,1700.0,1795.0,1887.5,1800.0,1850.0,1890.0,1995.0,1999.0,1995.0,1900.0,1995.0,2000.0,2000.0,2100.0,2000.0,2100.0,1950.0,1900.0,1850.0,1900.0,1900.0,1900.0,1950.0,1995.0,2000.0,2000.0,2100.0,2172.5,1995.0,1900.0,1900.0,1950.0,2000.0,2000.0,2000.0,1950.0,1900.0,1995.0,1900.0,2000.0,2000.0,2150.0,2175.0,2100.0,2200.0,2225.0,2200.0,2000.0,2000.0,2000.0,2185.0,2000.0,2094.0,2097.5,2150.0,2300.0,2200.0,2260.5,2400.0,2495.0,2550.0,2400.0,2250.0,2240.0,2250.0,2297.0,2300.0,2325.0,2250.0,2300.0,2240.0,2200.0,2155.0,2200.0,2275.0,2250.0,2200.0,2200.0,2300.0,2400.0,2350.0,2350.0,2300.0,2300.0,2300.0,2275.0,2350.0,2350.0
166,Ontario,CA,Riverside-San Bernardino-Ontario,San Bernardino County,167,,,,,,,,,,,,,,,,,,1625.0,1700.0,1750.0,1700.0,1700.0,1695.0,1662.5,1600.0,1595.0,1500.0,1437.5,1575.0,1525.0,1650.0,1590.0,1600.0,1602.5,1500.0,1499.0,1550.0,1500.0,1572.5,1525.0,1650.0,1595.0,1697.0,1800.0,1800.0,1725.0,1600.0,1650.0,1750.0,1749.5,1795.0,1800.0,1900.0,1895.0,1750.0,1800.0,1825.0,1779.0,1800.0,1750.0,1872.5,1850.0,1829.0,1850.0,1862.5,1895.0,1850.0,1850.0,1800.0,1895.0,1897.0,1950.0,1895.0,1900.0,1950.0,1895.0,1900.0,1900.0,1950.0,1850.0,1822.5,2000.0,1950.0,1925.0,1925.0,1950.0,2000.0,2150.0,2125.0,2100.0,2100.0,2150.0,2150.0,2125.0,2125.0,2162.5,2100.0,2150.0,2150.0,2172.5,2150.0,2300.0,2350.0,2400.0,2300.0,2300.0,2300.0,2350.0,2400.0,2400.0,2300.0,2300.0,2300.0,2325.0,2197.5,2200.0,2300.0,2200.0,2100.0,2200.0
167,Columbus,GA,Columbus,Muscogee County,168,,,,,,,,,,,,,,,,,,,,,,,,,,800.0,835.0,895.0,895.0,900.0,947.5,895.0,850.0,895.0,900.0,900.0,860.0,850.0,895.0,895.0,900.0,875.0,850.0,850.0,850.0,850.0,875.0,895.0,895.0,875.0,850.0,850.0,895.0,900.0,900.0,875.0,875.0,850.0,875.0,875.0,850.0,825.0,850.0,850.0,885.0,895.0,900.0,875.0,850.0,825.0,850.0,850.0,800.0,800.0,850.0,850.0,850.0,850.0,895.0,850.0,850.0,797.0,800.0,800.0,807.5,825.0,800.0,850.0,862.5,850.0,850.0,825.0,800.0,825.0,799.5,795.0,795.0,797.0,840.0,850.0,850.0,900.0,900.0,875.0,850.0,850.0,850.0,850.0,850.0,825.0,800.0,850.0,895.0,850.0,750.0,850.0,850.0,850.0,850.0,875.0
168,Sioux Falls,SD,Sioux Falls,Minnehaha County,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1187.0,1100.0,1100.0,1100.0,1100.0,1050.0,962.5,925.0,1052.5,1070.0,1072.5,1100.0,1102.5,997.5,997.5,997.5,1110.0,995.0,1050.0,1032.5,1150.0,1175.0,1200.0,1195.0,1150.0,1095.0,1070.0,1150.0,1175.0,1125.0,1125.0,1100.0,1150.0,1100.0,1120.0,1175.0,1175.0,1150.0,1195.0,1125.0,1097.5,1100.0,1100.0,1125.0,1095.0,1095.0,1125.0,1100.0,1130.0,1137.5,1125.0,1100.0,1112.5,1112.5
169,Charleston,SC,Charleston-North Charleston,Charleston County,170,,,,,,,,,,,,,1500.0,1500.0,1600.0,1550.0,1650.0,1750.0,1550.0,1600.0,1450.0,1400.0,1475.0,1400.0,1400.0,1400.0,1362.5,1500.0,1550.0,1495.0,1450.0,1400.0,1400.0,1472.5,1400.0,1450.0,1575.0,1600.0,1500.0,1500.0,1500.0,1500.0,1550.0,1500.0,1522.5,1500.0,1500.0,1495.0,1500.0,1500.0,1495.0,1485.0,1600.0,1650.0,1700.0,1650.0,1695.0,1600.0,1600.0,1600.0,1625.0,1700.0,1600.0,1700.0,1750.0,1800.0,1800.0,1850.0,1900.0,1820.0,1700.0,1700.0,1750.0,1800.0,1875.0,1912.5,1800.0,1900.0,1800.0,1797.5,1837.5,1862.5,1750.0,1725.0,1900.0,1950.0,2000.0,2000.0,2000.0,2000.0,2000.0,1987.5,1925.0,1900.0,1875.0,1900.0,1912.5,1925.0,2000.0,1990.0,2000.0,2000.0,1975.0,1900.0,2000.0,1950.0,1950.0,1950.0,2100.0,2097.5,2100.0,2100.0,2100.0,2075.0,2000.0,1950.0,1950.0,1950.0,2000.0,2100.0
