,RegionName,State,Metro,CountyName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
426,Plainfield,IL,Chicago-Naperville-Elgin,Will County,427,,,,,,,,,,,,,1650.0,1600.0,1600.0,1600.0,1600.0,1750.0,1775.0,1725.0,1672.5,1600.0,1525.0,1500.0,1587.5,1587.5,1575.0,1500.0,1595.0,1550.0,1550.0,1650.0,1600.0,1600.0,1550.0,1622.5,1645.0,1600.0,1600.0,1650.0,1700.0,1697.5,1700.0,1725.0,1700.0,1700.0,1650.0,1675.0,1700.0,1700.0,1700.0,1700.0,1750.0,1765.0,1775.0,1762.0,1750.0,1725.0,1699.0,1725.0,1750.0,1757.5,1750.0,1750.0,1775.0,1812.5,1775.0,1799.0,1795.0,1760.0,1759.0,1759.5,1750.0,1750.0,1775.0,1800.0,1800.0,1770.0,1700.0,1775.0,1785.0,1795.0,1775.0,1699.5,1695.0,1745.0,1795.0,1850.0,1850.0,1850.0,1850.0,1885.0,1850.0,1845.0,1800.0,1825.0,1800.0,1800.0,1800.0,1797.5,1800.0,1875.0,1850.0,1800.0,1795.0,1795.0,1800.0,1815.0,1795.0,1815.0,1800.0,1812.5,1895.0,1895.0,1850.0,1895.0,1890.0,1850.0,1895.0,1850.0
427,Reading,PA,Reading,Berks County,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,700.0,750.0,750.0,740.0,837.5,780.0,750.0,800.0,800.0,800.0,750.0,800.0,787.5,775.0,750.0,775.0,795.0,750.0,800.0,797.5,750.0,795.0,795.0,762.5,775.0,797.5,812.5,795.0,795.0,837.5,850.0,825.0,800.0,800.0,812.5,795.0
428,Loveland,CO,Fort Collins,Larimer County,429,,,,,,,,,,,,,,,,,,,,,,,1095.0,1155.0,1150.0,1112.5,1250.0,1200.0,1240.0,1231.0,1295.0,1090.0,1200.0,1195.0,1174.5,1050.0,1199.5,1145.0,1145.0,1195.0,1137.5,1087.5,1185.0,1095.0,1195.0,1272.5,1250.0,1250.0,1195.0,1195.0,1225.0,1250.0,1250.0,1250.0,1250.0,1210.0,1400.0,1395.0,1310.0,1295.0,1370.0,1450.0,1450.0,1362.5,1395.0,1350.0,1450.0,1472.5,1500.0,1450.0,1395.0,1400.0,1295.0,1395.0,1400.0,1450.0,1550.0,1472.5,1595.0,1510.0,1500.0,1595.0,1397.5,1450.0,1450.0,1500.0,1585.0,1600.0,1550.0,1600.0,1600.0,1595.0,1600.0,1595.0,1600.0,1600.0,1595.0,1675.0,1600.0,1695.0,1625.0,1650.0,1635.0,1600.0,1625.0,1650.0,1607.5,1650.0,1700.0,1750.0,1695.0,1675.0,1700.0,1700.0,1750.0,1725.0,1750.0,1700.0,1700.0,1750.0
429,Cheyenne,WY,Cheyenne,Laramie County,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.0,1297.5,1250.0,1147.5,1250.0,1250.0,1395.0,1395.0,1395.0,1350.0,1395.0,1372.5,1312.5,1350.0,1300.0,1250.0,1295.0,1295.0,1295.0,1295.0,1295.0,1295.0,1375.0,1300.0,1195.0,1312.5,1200.0,1250.0,1200.0,1297.5,1262.5,1295.0,1295.0,1285.0,1275.0,1275.0,1295.0,1250.0,1225.0,1250.0,1250.0,1250.0,1250.0,1250.0,1295.0,1295.0,1300.0,1295.0,1250.0,1350.0,1295.0,1300.0,1350.0,1295.0,1275.0,1250.0,1285.0,1397.5,1350.0,1350.0,1450.0,1395.0,1350.0,1350.0,1250.0
430,Fort Smith,AR,Fort Smith,Sebastian County,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.0,800.0,750.0,687.5,700.0,750.0,750.0,800.0,800.0,700.0,700.0,700.0,762.5,700.0,650.0,725.0,800.0,700.0,700.0,697.5,757.5,725.0,725.0,750.0,700.0,700.0,700.0,725.0,812.5,750.0,750.0,700.0,800.0,825.0,742.5,775.0,745.0,735.0,800.0,782.5,750.0,750.0,837.5,850.0,800.0,850.0,900.0,875.0,850.0,900.0,937.5,950.0,787.0,850.0,825.0,799.5,800.0,800.0,825.0,799.5,799.5,865.0,850.0,795.0,795.0,750.0,785.0,850.0,825.0,800.0,825.0
431,Lawton,OK,Lawton,Comanche County,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.0,795.0,795.0,795.0,775.0,795.0,780.0,775.0,735.0,735.0,725.0,725.0,750.0,750.0,750.0,750.0,745.0,700.0,725.0,750.0,750.0,750.0,750.0,725.0,725.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,725.0,725.0,740.0,740.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,725.0,750.0,750.0,750.0,750.0,725.0,750.0,725.0,700.0,750.0,750.0,750.0,700.0,725.0,750.0,750.0,750.0,750.0,750.0,725.0,750.0,750.0,750.0,750.0,750.0,735.0,725.0,750.0,750.0,750.0,750.0,725.0,725.0,750.0,750.0,750.0,750.0,750.0,750.0,795.0,800.0,775.0,750.0,750.0,750.0,750.0,750.0
432,Kenosha,WI,Chicago-Naperville-Elgin,Kenosha County,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975.0,995.0,1125.0,975.0,1075.0,1150.0,1095.0,1050.0,985.0,1085.0,1150.0,1150.0,1150.0,1185.0,1150.0,1095.0,1150.0,1150.0,1197.5,1185.0,1100.0,1112.5,1150.0,1195.0,1095.0,1195.0,1150.0,1197.5,1150.0,1200.0,1200.0,1172.5,1150.0,1200.0,1150.0,1200.0,1197.5,1195.0,1275.0,1195.0,1195.0,1100.0,1140.0
433,Roswell,GA,Atlanta-Sandy Springs-Roswell,Fulton County,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650.0,1574.0,1297.5,1450.0,1625.0,1800.0,1722.5,1710.0,1650.0,1600.0,1600.0,1525.0,1595.0,1650.0,1700.0,1775.0,1800.0,1800.0,1672.5,1790.0,1790.0,1812.5,1850.0,1782.0,1782.5,1775.0,1792.5,1795.0,1790.0,1800.0,1825.0,1800.0,1840.0,1795.0,1782.5,1750.0,1750.0,1800.0,1750.0,1850.0,1800.0,1800.0,1790.0,1790.0,1950.0,1900.0,1867.5,1950.0,2000.0,1990.0,2022.5,2000.0,2000.0,1982.5,1990.0,1900.0,1900.0,1800.0,1825.0,1850.0,1887.5,1994.5,1950.0,1850.0,1900.0,1897.5,1900.0,1950.0,1950.0,1900.0,2000.0,2000.0,2080.0,2082.5,2000.0,2000.0,2100.0,1995.0,1997.5
434,Monroe,LA,Monroe,Ouachita Parish,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925.0,900.0,900.0,900.0,825.0,850.0,800.0,875.0,925.0,1050.0,985.0,950.0,875.0,917.5,950.0,937.5,950.0,950.0,950.0,992.5,1000.0,895.0,899.5,837.5,850.0,897.5,895.0,800.0,785.0
435,Orem,UT,Provo-Orem,Utah County,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325.0,1325.0,1395.0,1395.0,1345.0,1300.0,1300.0,1305.0,1300.0,1400.0,1395.0,1395.0,1395.0,1395.0,1395.0,1375.0,1375.0,1375.0,1375.0,1362.5,1317.5,1282.5,1330.0,1350.0,1300.0,1395.0,1350.0,1325.0,1395.0,1395.0,1410.0,1395.0,1325.0,1300.0,1275.0,1275.0
436,Missoula,MT,Missoula,Missoula County,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092.5,1025.0,1050.0,1000.0,997.5,975.0,1125.0,1195.0,1195.0,985.0,900.0,900.0,925.0,925.0,997.5,1125.0,1195.0,1125.0,1160.0,1100.0,1250.0,1200.0,1150.0,1295.0,1162.5,1245.0,1285.0,1275.0,1250.0,1200.0,1200.0,1247.5,1300.0,1295.0,1275.0,1230.0,1260.0,1200.0,1335.0,1350.0,1382.5,1325.0,1395.0,1375.0,1312.5,1300.0,1300.0,1300.0,1300.0,1350.0,1375.0,1395.0,1395.0,1437.5,1475.0,1437.5,1350.0,1362.5,1495.0,1395.0
437,Miami Beach,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,438,,,,,,,,,2300.0,2200.0,2300.0,2300.0,2100.0,2000.0,1900.0,1950.0,2000.0,1900.0,1900.0,1950.0,1950.0,2000.0,2050.0,2002.0,2100.0,2200.0,2200.0,2300.0,2400.0,2400.0,2300.0,2100.0,2050.0,2100.0,2100.0,2100.0,2200.0,2300.0,2400.0,2350.0,2300.0,2300.0,2300.0,2300.0,2395.0,2300.0,2400.0,2400.0,2400.0,2400.0,2400.0,2395.0,2400.0,2390.0,2400.0,2400.0,2300.0,2350.0,2450.0,2400.0,2400.0,2500.0,2500.0,2600.0,2500.0,2500.0,2500.0,2500.0,2400.0,2450.0,2500.0,2500.0,2500.0,2600.0,2600.0,2500.0,2500.0,2400.0,2400.0,2200.0,2210.0,2199.0,2350.0,2100.0,2150.0,2200.0,2300.0,2250.0,2297.5,2250.0,2299.5,2350.0,2350.0,2300.0,2300.0,2300.0,2350.0,2400.0,2450.0,2400.0,2400.0,2400.0,2373.5,2400.0,2400.0,2395.0,2400.0,2450.0,2400.0,2400.0,2400.0,2400.0,2400.0,2362.5,2400.0,2392.0,2300.0,2300.0,2300.0,2300.0
438,Duluth,MN,Duluth,Saint Louis County,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600.0,1595.5,1600.0,1500.0,1460.0,1425.0,1440.0,1400.0,1440.0,1425.0,1550.0,1650.0,1598.0
439,Sunrise,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,440,,,,,,,,,,,,,,1500.0,1500.0,1500.0,1500.0,1600.0,1550.0,1599.0,1600.0,1600.0,1550.0,1550.0,1500.0,1500.0,1500.0,1499.5,1500.0,1500.0,1500.0,1600.0,1495.0,1450.0,1500.0,1475.0,1500.0,1500.0,1500.0,1500.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1650.0,1600.0,1600.0,1600.0,1600.0,1600.0,1650.0,1650.0,1650.0,1600.0,1600.0,1650.0,1650.0,1650.0,1644.5,1695.0,1700.0,1700.0,1700.0,1700.0,1800.0,1800.0,1800.0,1700.0,1739.5,1750.0,1800.0,1800.0,1800.0,1800.0,1800.0,1850.0,1850.0,1750.0,1792.5,1800.0,1750.0,1700.0,1750.0,1747.5,1750.0,1747.0,1750.0,1800.0,1800.0,1800.0,1850.0,1850.0,1800.0,1750.0,1775.0,1797.0,1800.0,1700.0,1700.0,1700.0,1775.0,1750.0,1750.0,1800.0,1800.0,1754.5,1800.0,1800.0,1767.5,1800.0,1812.5,1800.0,1800.0,1850.0,1850.0,1750.0,1727.5,1750.0
440,Lynn,MA,Boston-Cambridge-Newton,Essex County,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425.0,1350.0,1350.0,1350.0,1500.0,1500.0,1500.0,1600.0,1650.0,1700.0,1612.5,1725.0,1625.0,1500.0,1475.0,1500.0,1500.0,1600.0,1600.0,1475.0,1525.0,1625.0,1600.0,1500.0,1575.0,1600.0,1700.0,1725.0,1800.0,1800.0,1700.0,1500.0,1600.0,1625.0,1800.0,1625.0,1600.0,1800.0,1800.0
441,Holland,MI,Grand Rapids-Wyoming,Ottawa County,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.0,1110.0,1110.0,1195.0,1172.5,1200.0,1195.0,1195.0,1272.5,1200.0,1200.0,1200.0,1249.0,1249.5,1395.0,1400.0,1395.0,1232.5,1255.0,1299.0,1350.0,1249.5,1250.0,1200.0,1200.0,1250.0,1250.0,1300.0,1395.0,1197.5,1250.0,1324.5,1250.0,1210.0,1248.0,1200.0
442,Cleveland,TN,Cleveland,Bradley County,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,795.0,872.5,822.5,895.0,875.0,897.5,895.0,900.0,950.0,950.0,1025.0,912.5,850.0,897.5,862.5,900.0,950.0,985.0,950.0,850.0,897.5,950.0,950.0,950.0,895.0,897.5,895.0,850.0,950.0,995.0,975.0,950.0,900.0,962.5,950.0,975.0
443,Williamsburg,VA,Virginia Beach-Norfolk-Newport News,James City County,444,,,,,,,,,,,,1550.0,1500.0,1600.0,1600.0,1665.0,1700.0,1685.0,1600.0,1597.5,1500.0,1550.0,1400.0,1400.0,1500.0,1450.0,1425.0,1500.0,1600.0,1595.0,1595.0,1595.0,1550.0,1468.0,1399.0,1450.0,1500.0,1500.0,1495.0,1390.0,1400.0,1375.0,1472.5,1500.0,1600.0,1600.0,1592.5,1562.5,1550.0,1550.0,1500.0,1500.0,1550.0,1425.0,1575.0,1550.0,1500.0,1500.0,1500.0,1495.0,1475.0,1500.0,1550.0,1500.0,1500.0,1500.0,1450.0,1500.0,1500.0,1525.0,1500.0,1550.0,1550.0,1550.0,1585.0,1575.0,1587.5,1500.0,1550.0,1650.0,1550.0,1495.0,1595.0,1550.0,1625.0,1550.0,1550.0,1550.0,1550.0,1500.0,1500.0,1395.0,1425.0,1412.5,1450.0,1600.0,1600.0,1600.0,1595.0,1600.0,1585.0,1610.0,1610.0,1650.0,1575.0,1550.0,1500.0,1510.0,1455.0,1467.5,1500.0,1600.0,1637.5,1600.0,1550.0,1497.5,1550.0,1550.0,1550.0,1600.0
444,Lees Summit,MO,Kansas City,Jackson County,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1222.5,1110.0,1185.0,1225.0,1417.0,1350.0,1200.0,1200.0,1250.0,1372.5,1312.5,1349.0,1349.0,1349.5,1375.0,1300.0,1395.0,1535.0,1485.0,1350.0,1297.0,1300.0,1290.0,1270.0,1250.0,1262.0,1287.0,1350.0,1425.0,1495.0,1449.0,1370.0,1325.0,1377.0,1425.0,1400.0,1325.0
445,Newnan,GA,Atlanta-Sandy Springs-Roswell,Coweta County,446,,,,,,,,,1250.0,1225.0,1200.0,1300.0,1270.0,1250.0,1250.0,1250.0,1250.0,1282.5,1295.0,1300.0,1275.0,1250.0,1250.0,1200.0,1200.0,1200.0,1095.0,1150.0,1200.0,1250.0,1250.0,1250.0,1200.0,1249.5,1249.5,1200.0,1200.0,1050.0,1185.0,1150.0,1250.0,1262.5,1250.0,1150.0,1250.0,1250.0,1200.0,1250.0,1250.0,1250.0,1250.0,1250.0,1285.0,1300.0,1250.0,1290.0,1272.5,1250.0,1300.0,1350.0,1337.5,1300.0,1300.0,1362.5,1395.0,1395.0,1350.0,1350.0,1350.0,1350.0,1350.0,1375.0,1390.0,1395.0,1400.0,1395.0,1400.0,1395.0,1400.0,1400.0,1375.0,1419.0,1350.0,1400.0,1400.0,1389.0,1389.0,1450.0,1446.0,1448.0,1425.0,1420.0,1420.0,1395.0,1400.0,1400.0,1405.0,1420.0,1397.5,1450.0,1457.5,1495.0,1487.5,1450.0,1460.0,1450.0,1445.0,1447.5,1495.0,1500.0,1500.0,1500.0,1500.0,1522.5,1500.0,1500.0,1500.0,1500.0,1495.0,1499.5
446,Menifee,CA,Riverside-San Bernardino-Ontario,Riverside County,447,,,,,,,,,,,,,,,,,,,,,,,1475.0,1475.0,1500.0,1400.0,1500.0,1495.0,1500.0,1500.0,1500.0,1453.5,1495.0,1500.0,1550.0,1500.0,1500.0,1500.0,1500.0,1550.0,1500.0,1550.0,1595.0,1575.0,1550.0,1585.0,1595.0,1575.0,1595.0,1595.0,1595.0,1600.0,1650.0,1654.5,1650.0,1600.0,1600.0,1597.0,1600.0,1600.0,1649.5,1695.0,1600.0,1600.0,1647.5,1695.0,1695.0,1700.0,1695.0,1695.0,1695.0,1695.0,1650.0,1600.0,1650.0,1612.5,1600.0,1695.0,1725.0,1650.0,1600.0,1650.0,1695.0,1600.0,1695.0,1775.0,1762.5,1750.0,1750.0,1795.0,1800.0,1795.0,1700.0,1695.0,1700.0,1799.0,1799.5,1795.0,1795.0,1795.0,1872.5,1900.0,1950.0,1895.0,1775.0,1797.5,1847.5,1800.0,1800.0,1800.0,1750.0,1850.0,1850.0,1800.0,1825.0,1895.0,1850.0,1895.0,1800.0,1850.0
447,San Marcos,CA,San Diego-Carlsbad,San Diego County,448,,,,,,,,,,,,,,2195.0,2197.5,2050.0,1972.5,2147.5,2150.0,2095.0,2200.0,2172.5,2125.0,2150.0,2100.0,1997.5,2000.0,2200.0,2150.0,2000.0,2075.0,2062.5,2100.0,2120.0,2135.0,2082.5,2100.0,2100.0,2000.0,2100.0,2100.0,2110.0,2100.0,2150.0,2250.0,2200.0,2200.0,2185.0,2100.0,2100.0,2100.0,2150.0,2395.0,2300.0,2300.0,2275.0,2197.5,2200.0,2195.0,2100.0,2150.0,2200.0,2200.0,2200.0,2300.0,2247.5,2200.0,2472.5,2300.0,2450.0,2300.0,2245.0,2375.0,2397.0,2395.0,2350.0,2399.0,2400.0,2350.0,2350.0,2350.0,2400.0,2485.0,2425.0,2495.0,2400.0,2335.0,2495.0,2500.0,2550.0,2550.0,2600.0,2500.0,2590.0,2595.0,2600.0,2595.0,2595.0,2550.0,2595.0,2750.0,2750.0,2790.0,2700.0,2700.0,2625.0,2650.0,2600.0,2650.0,2650.0,2700.0,2697.5,2800.0,2650.0,2649.5,2639.5,2575.0,2695.0,2650.0,2745.0
448,Acworth,GA,Atlanta-Sandy Springs-Roswell,Cobb County,449,,,,,,,1100.0,1100.0,1137.5,1250.0,1251.0,1200.0,1197.5,1100.0,1100.0,1100.0,1197.5,1200.0,1195.0,1195.0,1195.0,1150.0,1195.0,1100.0,1175.0,1195.0,1150.0,1150.0,1150.0,1150.0,1162.5,1195.0,1100.0,1150.0,1150.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1195.0,1175.0,1200.0,1195.0,1200.0,1200.0,1200.0,1200.0,1200.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1200.0,1230.0,1250.0,1250.0,1250.0,1295.0,1295.0,1315.0,1325.0,1300.0,1295.0,1300.0,1300.0,1295.0,1295.0,1295.0,1310.0,1285.0,1299.0,1315.0,1345.0,1325.0,1300.0,1344.0,1315.0,1347.5,1350.0,1399.0,1396.5,1400.0,1429.0,1450.0,1450.0,1400.0,1430.0,1418.5,1395.0,1395.0,1409.0,1400.0,1450.0,1495.0,1495.0,1479.0,1500.0,1495.0,1450.0,1450.0,1495.0,1467.5,1495.0,1500.0,1505.0,1540.0,1545.0,1555.5,1550.0,1500.0,1559.5,1550.0,1550.0,1545.0
449,Canton,MI,Detroit-Warren-Dearborn,Wayne County,450,,,,,,,,,,,,,,1400.0,1474.5,1650.0,1675.0,1700.0,1700.0,1500.0,1500.0,1495.0,1425.0,1500.0,1500.0,1362.5,1312.5,1350.0,1425.0,1350.0,1462.5,1525.0,1450.0,1450.0,1400.0,1400.0,1350.0,1425.0,1525.0,1500.0,1500.0,1550.0,1600.0,1637.5,1600.0,1600.0,1650.0,1500.0,1600.0,1637.5,1595.0,1550.0,1600.0,1750.0,1700.0,1700.0,1700.0,1650.0,1600.0,1600.0,1490.0,1500.0,1600.0,1600.0,1650.0,1700.0,1800.0,1750.0,1700.0,1650.0,1700.0,1650.0,1650.0,1675.0,1750.0,1675.0,1725.0,1697.5,1650.0,1675.0,1650.0,1700.0,1672.5,1650.0,1650.0,1700.0,1650.0,1675.0,1700.0,1775.0,1725.0,1750.0,1682.5,1600.0,1600.0,1625.0,1600.0,1650.0,1750.0,1800.0,1800.0,1800.0,1800.0,1700.0,1750.0,1700.0,1687.5,1700.0,1650.0,1700.0,1687.5,1700.0,1600.0,1650.0,1800.0,1850.0,1800.0,1700.0,1800.0,1800.0
450,Herndon,VA,Washington-Arlington-Alexandria,Fairfax County,451,,,,,,,,,,,1800.0,1784.0,1787.5,1825.0,1750.0,1750.0,1800.0,1900.0,1900.0,1850.0,1900.0,1950.0,1900.0,1869.5,1900.0,1950.0,1962.5,1900.0,2200.0,2200.0,2100.0,2050.0,2000.0,1950.0,1900.0,1899.0,1875.0,1800.0,1950.0,2000.0,2000.0,2050.0,2050.0,2000.0,1975.0,1900.0,1933.5,1900.0,1925.0,1900.0,1950.0,1975.0,2100.0,2100.0,2100.0,2095.0,2000.0,1995.0,2000.0,2025.0,2100.0,2072.5,2100.0,2100.0,2099.5,2100.0,2100.0,2050.0,1995.0,1985.0,1975.0,1950.0,1987.5,1980.0,2000.0,1950.0,2050.0,2150.0,2192.5,2237.5,2025.0,2000.0,2000.0,1950.0,2000.0,2000.0,2050.0,2100.0,2197.0,2150.0,2197.0,2200.0,2100.0,2100.0,2000.0,1995.0,2100.0,2095.0,2100.0,2200.0,2200.0,2200.0,2200.0,2200.0,2125.0,2100.0,2200.0,2200.0,2200.0,2250.0,2200.0,2250.0,2250.0,2250.0,2300.0,2272.5,2200.0,2172.5,2149.0,2100.0
451,Queen Creek,AZ,Phoenix-Mesa-Scottsdale,Pinal County,452,,,,,,,,,895.0,885.0,865.0,900.0,950.0,950.0,950.0,985.0,950.0,925.0,950.0,925.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,975.0,995.0,950.0,975.0,950.0,950.0,925.0,925.0,950.0,950.0,1000.0,1050.0,1000.0,1025.0,1000.0,995.0,975.0,975.0,995.0,975.0,950.0,975.0,975.0,985.0,1000.0,1050.0,1000.0,995.0,995.0,995.0,1000.0,1000.0,1025.0,1025.0,1050.0,1150.0,1125.0,1095.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1100.0,1150.0,1150.0,1097.5,1095.0,1185.0,1195.0,1100.0,1097.0,1100.0,1100.0,1050.0,1200.0,1200.0,1295.0,1250.0,1277.5,1295.0,1325.0,1310.0,1297.0,1250.0,1249.0,1249.0,1250.0,1300.0,1327.0,1300.0,1350.0,1350.0,1400.0,1395.0,1350.0,1350.0,1350.0,1360.0,1350.0,1400.0,1442.0,1485.0,1515.0,1500.0,1500.0,1457.5,1500.0,1475.0,1495.0,1475.0
452,Covington,GA,Atlanta-Sandy Springs-Roswell,Newton County,453,,,,,,,,,,,,,900.0,895.0,922.5,1000.0,997.5,1050.0,1025.0,1000.0,985.0,950.0,900.0,925.0,900.0,950.0,950.0,950.0,950.0,985.0,995.0,975.0,950.0,950.0,950.0,950.0,925.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,925.0,945.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,975.0,975.0,975.0,995.0,995.0,985.0,995.0,985.0,995.0,997.5,995.0,1000.0,1000.0,1000.0,995.0,995.0,1010.0,1012.5,1050.0,1055.0,1050.0,1050.0,1040.0,1059.0,1000.0,1098.0,1095.0,1097.0,1100.0,1100.0,1100.0,1100.0,1150.0,1150.0,1130.0,1125.0,1145.0,1150.0,1145.0,1190.0,1200.0,1195.0,1195.0,1200.0,1200.0,1169.0,1195.0,1195.0,1195.0,1225.0,1200.0,1249.5,1282.5,1253.0,1295.0,1325.0,1300.0,1299.0,1299.0,1299.0,1295.5
453,Carmel,IN,Indianapolis-Carmel-Anderson,Hamilton County,454,,,,,,,,,,,,,,,,,,,1672.5,1900.0,1800.0,1800.0,1775.0,1495.0,1600.0,1720.0,1450.0,1622.5,1725.0,1800.0,1900.0,1600.0,1579.0,1600.0,1576.5,1522.0,1775.0,1800.0,1600.0,1750.0,1747.5,1795.0,1650.0,1750.0,1600.0,1750.0,1650.0,1825.0,1750.0,1650.0,1650.0,1700.0,1750.0,1750.0,1695.0,1950.0,1750.0,1850.0,1725.0,1600.0,1750.0,1625.0,1775.0,1985.0,1850.0,1795.0,1682.0,1775.0,1825.0,1850.0,1850.0,1800.0,1700.0,1650.0,1750.0,1700.0,1875.0,1749.5,1750.0,1762.5,1672.5,1700.0,1550.0,1625.0,1648.5,1648.5,1672.5,1600.0,1650.0,1797.5,1795.0,1750.0,1750.0,1750.0,1850.0,1825.0,1825.0,1720.0,1745.0,1750.0,1795.0,1850.0,1900.0,1995.0,1895.0,1850.0,1850.0,1800.0,1800.0,1750.0,1750.0,1800.0,1850.0,1850.0,1765.0,1737.5,1900.0,1845.0,1817.5,1900.0
454,San Angelo,TX,San Angelo,Tom Green County,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0,1250.0,1275.0,1300.0,1325.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1250.0,1200.0,1100.0,1200.0,1250.0,1200.0,1100.0,1100.0,1200.0,1100.0,1095.0,1197.5,1200.0,1250.0,1190.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1100.0,1150.0,1150.0,1200.0,1250.0,1250.0,1295.0,1172.5,1175.0,1200.0,1200.0,1275.0,1250.0,1250.0,1200.0,1200.0,1250.0,1337.5,1300.0,1275.0,1262.5,1272.5,1250.0,1200.0
